# sc	tc	usage_score	pinyin	category:upstream_DF
# Generated by scripts/prepare_thuocl_specialists.py; THUOCL a30ce79d895d01ab5132a5c74c29703ff7efb4cc.
# Copyright (c) 2018 THUNLP. MIT: attribution/THUOCL-LICENSE.txt
# Source membership is admission evidence, NOT general frequency or a transition.
一带中脊沫蝉	一帶中脊沫蟬	0.020	yidaizhongjimochan	animal:0
一带拟沫蝉	一帶擬沫蟬	0.020	yidainimochan	animal:0
一律予以没收	一律予以沒收	0.020	yilvyuyimoshou	law:146
一捏酥	一捏酥	0.040	yiniesu	food:21
一掌雪	一掌雪	0.040	yizhangxue	food:8
一支黑玫瑰	一支黑玫瑰	0.020	yizhiheimeigui	law:25
一档齿轮	一檔齒輪	0.040	yidangchilun	car:73
一棒雪	一棒雪	0.040	yibangxue	food:17
一次指数平滑法	一次指數平滑法	0.020	yicizhishupinghuafa	law:20
一次课征制	一次課徵制	0.020	yicikezhengzhi	law:11
一汽丰越	一汽豐越	0.040	yiqifengyue	car:472
一汽华利幸福使者	一汽華利幸福使者	0.020	yiqihualixingfushizhe	car:13
一汽吉林森雅	一汽吉林森雅	0.020	yiqijilinsenya	car:19
一汽大众汽车俱乐部	一汽大衆汽車俱樂部	0.020	yiqidazhongqichejulebu	car:1
一汽威志	一汽威志	0.040	yiqiweizhi	car:765
一汽轿车	一汽轎車	0.040	yiqijiaoche	car:21157
一汽金杯	一汽金盃	0.040	yiqijinbei	caijing:1
一汽马自达	一汽馬自達	0.020	yiqimazida	car:23136
一点同缘椿象	一點同緣椿象	0.020	yidiantongyuanchunxiang	animal:0
一点同缘蝽	一點同緣蝽	0.020	yidiantongyuanchun	animal:0
一点实小卷蛾	一點實小卷蛾	0.020	yidianshixiaojuane	animal:0
一点木叶蝉	一點木葉蟬	0.020	yidianmuyechan	animal:0
一点灰蝶	一點灰蝶	0.040	yidianhuidie	animal:1
一点灰蝶属	一點灰蝶屬	0.020	yidianhuidieshu	animal:0
一点钻夜蛾	一點鑽夜蛾	0.020	yidianzuanyee	animal:0
一点黄粉蝶	一點黃粉蝶	0.020	yidianhuangfendie	animal:0
一物一权	一物一權	0.040	yiwuyiquan	law:360
一眉道人鱼	一眉道人魚	0.020	yimeidaorenyu	animal:0
一签字	一簽字	0.040	yiqianzi	law:666
一篓油水饺	一簍油水餃	0.020	yilouyoushuijiao	food:20
一级市场	一級市場	0.040	yijishichang	law:48043
一级方程序赛车	一級方程序賽車	0.020	yijifangchengxusaiche	car:14
一级漏电	一級漏電	0.040	yijiloudian	law:23
一级漏电保护	一級漏電保護	0.020	yijiloudianbaohu	law:21
一级谋杀	一級謀殺	0.040	yijimousha	law:1490
一经循公诉程序定罪	一經循公訴程序定罪	0.020	yijingxungongsuchengxudingzui	law:30
一维数组	一維數組	0.040	yiweishuzu	IT:14094
一致性哈希	一致性哈希	0.020	yizhixinghaxi	IT:1359
一致性检验	一致性檢驗	0.020	yizhixingjianyan	IT:92
一致性约束	一致性約束	0.020	yizhixingyueshu	IT:150
一致表决	一致表決	0.040	yizhibiaojue	law:1109
一致裁决	一致裁決	0.040	yizhicaijue	law:187
一般交易条件	一般交易條件	0.020	yibanjiaoyitiaojian	law:55
一般侵权行为	一般侵權行爲	0.020	yibanqinquanxingwei	law:727
一般保证	一般保證	0.040	yibanbaozheng	law:2396
一般共同犯罪	一般共同犯罪	0.020	yibangongtongfanzui	law:92
一般共犯	一般共犯	0.040	yibangongfan	law:13
一般剑齿虎	一般劍齒虎	0.020	yibanjianchihu	animal:2
一般商事行为	一般商事行爲	0.020	yibanshangshixingwei	law:1
一般图匹配	一般圖匹配	0.020	yibantupipei	IT:47
一般地域管辖例外	一般地域管轄例外	0.020	yibandiyuguanxialiwai	law:1
一般地方立法	一般地方立法	0.020	yibandifanglifa	law:72
一般担保	一般擔保	0.040	yibandanbao	law:357
一般担保责任	一般擔保責任	0.020	yibandanbaozeren	law:38
一般授权	一般授權	0.040	yibanshouquan	law:599
一般授权立法	一般授權立法	0.020	yibanshouquanlifa	law:15
一般权利	一般權利	0.040	yibanquanli	law:252
一般法	一般法	0.040	yibanfa	law:8802
一般法律监督	一般法律監督	0.020	yibanfalvjiandu	law:13
一般流氓行为	一般流氓行爲	0.020	yibanliumangxingwei	law:4
一般渎职罪	一般瀆職罪	0.020	yibanduzhizui	law:6
一般用户	一般用戶	0.040	yibanyonghu	IT:4181
一般留置权	一般留置權	0.020	yibanliuzhiquan	law:7
一般税收协定	一般稅收協定	0.020	yibanshuishouxieding	law:5
一般累犯	一般累犯	0.040	yibanleifan	law:205
一般经济责任制	一般經濟責任制	0.020	yibanjingjizerenzhi	law:12
一般经纪商	一般經紀商	0.020	yibanjingjishang	law:2
一般缓刑	一般緩刑	0.040	yibanhuanxing	law:38
一般行政法原理	一般行政法原理	0.020	yibanxingzhengfayuanli	law:3
一般转让背书	一般轉讓背書	0.020	yibanzhuanrangbeishu	law:6
一般过失	一般過失	0.040	yibanguoshi	law:388
一般违法行为	一般違法行爲	0.020	yibanweifaxingwei	law:1131
一般附加险	一般附加險	0.020	yibanfujiaxian	law:232
一色深山天牛	一色深山天牛	0.020	yiseshenshantianniu	animal:0
一色罗盲蝽	一色羅盲蝽	0.020	yiseluomangchun	animal:0
一色齿胸肖叶甲	一色齒胸肖葉甲	0.020	yisechixiongxiaoyejia	animal:0
一裁终局	一裁終局	0.040	yicaizhongju	law:1338
一裁终局制度	一裁終局制度	0.020	yicaizhongjuzhidu	law:130
一角鱼	一角魚	0.040	yijiaoyu	animal:5
一角鲸科	一角鯨科	0.040	yijiaojingke	animal:7
一调一裁两审制	一調一裁兩審制	0.020	yidiaoyicailiangshenzhi	law:4
一部露出说	一部露出說	0.020	yibuluchushuo	law:1
一键分享	一鍵分享	0.040	yijianfenxiang	IT:386
一键备份	一鍵備份	0.040	yijianbeifen	IT:56
一键安装	一鍵安裝	0.040	yijiananzhuang	IT:1602
一键恢复	一鍵恢復	0.040	yijianhuifu	IT:105
一键锁屏	一鍵鎖屏	0.040	yijiansuoping	IT:125
一阶矩	一階矩	0.040	yijieju	IT:165
一阶逻辑	一階邏輯	0.040	yijieluoji	IT:90
丁凌华	丁凌華	0.040	dinglinghua	law:8
丁基橡胶	丁基橡膠	0.040	dingjixiangjiao	food:2114
丁基羟基茴香醚	丁基羥基茴香醚	0.020	dingjiqiangjihuixiangmi	food:52
丁果糖	丁果糖	0.040	dingguotang	food:2
丁苯橡胶	丁苯橡膠	0.040	dingbenxiangjiao	food:2569
丁酸丁酯	丁酸丁酯	0.040	dingsuandingzhi	food:21
丁酸乙酯	丁酸乙酯	0.040	dingsuanyizhi	food:141
丁酸异戊酯	丁酸異戊酯	0.020	dingsuanyiwuzhi	food:7
丁酸苄酯	丁酸苄酯	0.040	dingsuanbianzhi	food:5
丁香姜糖	丁香薑糖	0.040	dingxiangjiangtang	food:7
丁香排骨	丁香排骨	0.040	dingxiangpaigu	food:49
丁香榄	丁香欖	0.040	dingxianglan	food:35
丁香粉	丁香粉	0.040	dingxiangfen	food:258
丁香肘子	丁香肘子	0.040	dingxiangzhouzi	food:34
丁香蜡蚧宽缘金小蜂	丁香蠟蚧寬緣金小蜂	0.020	dingxianglajiekuanyuanjinxiaofeng	animal:0
丁香鸭	丁香鴨	0.040	dingxiangya	food:9
七出三不去	七出三不去	0.020	qichusanbuqu	law:37
七十自画像	七十自畫像	0.020	qishizihuaxiang	law:4
七去三不去	七去三不去	0.020	qiqusanbuqu	law:1
七境堂绿茶	七境堂綠茶	0.020	qijingtanglvcha	food:26
七夕斗鱼	七夕鬥魚	0.040	qixidouyu	animal:0
七子饼茶	七子餅茶	0.040	qizibingcha	food:1181
七层模型	七層模型	0.040	qicengmoxing	IT:1208
七层糕	七層糕	0.040	qicenggao	food:37
七彩什锦煲	七彩什錦煲	0.020	qicaishijinbao	food:5
七星丸	七星丸	0.040	qixingwan	food:22
七星花蝇	七星花蠅	0.040	qixinghuaying	animal:0
七牛云存储	七牛雲存儲	0.020	qiniuyuncunchu	IT:429
七里海河蟹	七里海河蟹	0.020	qilihaihexie	animal:96
万三蹄	萬三蹄	0.040	wansanti	food:1015
万兆网卡	萬兆網卡	0.040	wanzhaowangka	IT:154
万向液压	萬向液壓	0.040	wanxiangyeya	car:2
万和春	萬和春	0.040	wanhechun	food:417
万字扣肉	萬字扣肉	0.040	wanzikourou	food:15
万字珊瑚白菜	萬字珊瑚白菜	0.020	wanzishanhubaicai	food:3
万字麻辣肚丝	萬字麻辣肚絲	0.020	wanzimaladusi	food:10
万宇汽车运动俱乐部	萬宇汽車運動俱樂部	0.020	wanyuqicheyundongjulebu	car:117
万家基金	萬家基金	0.040	wanjiajijin	caijing:4
万寿菊棉铃虫	萬壽菊棉鈴蟲	0.020	wanshoujumianlingchong	animal:0
万寿菊牧草盲蝽	萬壽菊牧草盲蝽	0.020	wanshoujumucaomangchun	animal:0
万寿菊赤蛱蝶	萬壽菊赤蛺蝶	0.020	wanshoujuchijiadie	animal:0
万州烤鱼	萬州烤魚	0.040	wanzhoukaoyu	food:140
万年长青	萬年長青	0.040	wannianchangqing	food:165
万泽股份	萬澤股份	0.040	wanzegufen	caijing:9
万能烤箱	萬能烤箱	0.040	wannengkaoxiang	food:2
万能适配器	萬能適配器	0.020	wannengshipeiqi	IT:142
万通地产	萬通地產	0.040	wantongdichan	caijing:192
三丁包	三丁包	0.040	sandingbao	food:648
三丁包子	三丁包子	0.040	sandingbaozi	food:293
三丁大包	三丁大包	0.040	sandingdabao	food:20
三七汽锅鸡	三七汽鍋雞	0.020	sanqiqiguoji	food:109
三七蒸鸡	三七蒸雞	0.040	sanqizhengji	food:3
三三制法	三三製法	0.040	sansanzhifa	law:1
三不粘	三不粘	0.040	sanbuzhan	food:503
三丝凉面	三絲涼麪	0.040	sansiliangmian	food:48
三丝拌糟鸡	三絲拌糟雞	0.020	sansibanzaoji	food:1
三丝敲鱼	三絲敲魚	0.040	sansiqiaoyu	food:109
三丝汤	三絲湯	0.040	sansitang	food:43
三丝牛肉卷	三絲牛肉卷	0.020	sansiniuroujuan	food:39
三丝瓜卷	三絲瓜卷	0.040	sansiguajuan	food:16
三丝眉毛酥	三絲眉毛酥	0.020	sansimeimaosu	food:47
三丝面疙瘩	三絲麪疙瘩	0.020	sansimiangeda	food:1
三丝驼峰	三絲駝峯	0.040	sansituofeng	food:2
三丝鱼翅	三絲魚翅	0.040	sansiyuchi	food:96
三丝鱿鱼	三絲魷魚	0.040	sansiyouyu	food:9
三义园牛肉焦饼	三義園牛肉焦餅	0.020	sanyiyuanniuroujiaobing	food:6
三井银行	三井銀行	0.040	sanjingyinhang	caijing:3
三仙丸子	三仙丸子	0.040	sanxianwanzi	food:16
三代以内直系血亲	三代以內直系血親	0.020	sandaiyineizhixixueqin	law:45
三位编码	三位編碼	0.040	sanweibianma	IT:19
三元催化转换器	三元催化轉換器	0.020	sanyuancuihuazhuanhuanqi	car:498
三元组	三元組	0.040	sanyuanzu	IT:2975
三元运算符	三元運算符	0.020	sanyuanyunsuanfu	IT:2007
三元陶瓷集团	三元陶瓷集團	0.020	sanyuantaocijituan	law:7
三农政策学习问答	三農政策學習問答	0.020	sannongzhengcexuexiwenda	law:2
三分搜索	三分搜索	0.040	sanfensousuo	IT:74
三分查找	三分查找	0.040	sanfenchazhao	IT:71
三分节虫	三分節蟲	0.040	sanfenjiechong	animal:0
三列扭柱螺	三列扭柱螺	0.020	sanlieniuzhuluo	animal:0
三列棘蝇	三列棘蠅	0.040	sanliejiying	animal:0
三北藕丝糖	三北藕絲糖	0.020	sanbeiousitang	food:39
三原蓼花	三原蓼花	0.040	sanyuanliaohua	food:42
三原蓼花糖	三原蓼花糖	0.020	sanyuanliaohuatang	food:42
三叉钩爪盲蛛	三叉鉤爪盲蛛	0.020	sanchagouzhaomangzhu	animal:0
三台县公安局	三臺縣公安局	0.020	santaixiangonganju	law:79
三叶砂轮虫	三葉砂輪蟲	0.020	sanyeshalunchong	animal:0
三叶结角蝉	三葉結角蟬	0.020	sanyejiejiaochan	animal:0
三叶草夜蛾	三葉草夜蛾	0.020	sanyecaoyee	animal:1
三合汤	三合湯	0.040	sanhetang	food:198
三合泥	三合泥	0.040	sanheni	food:252
三四档	三四檔	0.040	sansidang	car:121
三大框架	三大框架	0.040	sandakuangjia	IT:947
三大炮	三大炮	0.040	sandapao	food:449
三大范式	三大範式	0.040	sandafanshi	IT:241
三套鸭	三套鴨	0.040	santaoya	food:287
三宅光鳃鱼	三宅光鰓魚	0.020	sanzhaiguangsaiyu	animal:0
三尖方胸柱萤叶甲	三尖方胸柱螢葉甲	0.020	sanjianfangxiongzhuyingyejia	animal:0
三尾小灰蝶	三尾小灰蝶	0.020	sanweixiaohuidie	animal:0
三尾裸背寄蝇	三尾裸背寄蠅	0.020	sanweiluobeijiying	animal:0
三层交换	三層交換	0.040	sancengjiaohuan	IT:234
三层交换机	三層交換機	0.020	sancengjiaohuanji	IT:643
三层架构	三層架構	0.040	sancengjiagou	IT:2573
三帚圆星虫	三帚圓星蟲	0.020	sanzhouyuanxingchong	animal:0
三带前齿蝴蝶鱼	三帶前齒蝴蝶魚	0.020	sandaiqianchihudieyu	animal:0
三年陈花雕酒	三年陳花雕酒	0.020	sannianchenhuadiaojiu	food:4
三彩大虾	三彩大蝦	0.040	sancaidaxia	food:8
三态门	三態門	0.040	santaimen	IT:126
三指指环虫	三指指環蟲	0.020	sanzhizhihuanchong	animal:0
三效催化器	三效催化器	0.020	sanxiaocuihuaqi	car:4
三文一品汤包	三文一品湯包	0.020	sanwenyipintangbao	food:1
三文治火腿	三文治火腿	0.020	sanwenzhihuotui	food:111
三文鱼寿司卷	三文魚壽司卷	0.020	sanwenyushousijuan	food:2
三斑丛光鱼	三斑叢光魚	0.020	sanbancongguangyu	animal:0
三斑宅泥鱼	三斑宅泥魚	0.020	sanbanzhainiyu	animal:0
三方库	三方庫	0.040	sanfangku	IT:912
三方框架	三方框架	0.040	sanfangkuangjia	IT:93
三方类库	三方類庫	0.040	sanfangleiku	IT:45
三方责任事故	三方責任事故	0.020	sanfangzerenshigu	law:19
三明市烟草专卖局	三明市菸草專賣局	0.020	sanmingshiyancaozhuanmaiju	law:31
三星褐弄蝶	三星褐弄蝶	0.020	sanxinghenongdie	animal:0
三星黄斑弄蝶	三星黃斑弄蝶	0.020	sanxinghuangbannongdie	animal:5
三星黄萤叶甲	三星黃螢葉甲	0.020	sanxinghuangyingyejia	animal:0
三来一补	三來一補	0.040	sanlaiyibu	law:9649
三来一补企业	三來一補企業	0.020	sanlaiyibuqiye	law:317
三杯脚鱼	三杯腳魚	0.040	sanbeijiaoyu	food:6
三杯鸡	三杯雞	0.040	sanbeiji	food:1355
三次握手	三次握手	0.040	sanciwoshou	IT:9343
三段警备法	三段警備法	0.020	sanduanjingbeifa	law:12
三河米饺	三河米餃	0.040	sanhemijiao	food:31
三消类游戏	三消類遊戲	0.020	sanxiaoleiyouxi	IT:20
三涧料酒	三澗料酒	0.040	sanjianliaojiu	food:2
三清碧兰	三清碧蘭	0.040	sanqingbilan	food:11
三点茎草螟	三點莖草螟	0.020	sandianjingcaoming	animal:0
三点透视	三點透視	0.040	sandiantoushi	IT:18
三皮丝	三皮絲	0.040	sanpisi	food:52
三目运算	三目運算	0.040	sanmuyunsuan	IT:477
三眼怪招潮蟹	三眼怪招潮蟹	0.020	sanyanguaizhaochaoxie	animal:0
三级模式	三級模式	0.040	sanjimoshi	IT:235
三级网络	三級網絡	0.040	sanjiwangluo	IT:88
三级联动	三級聯動	0.040	sanjiliandong	IT:365
三线圆尾斗鱼	三線圓尾鬥魚	0.020	sanxianyuanweidouyu	animal:0
三线红铅笔灯鱼	三線紅鉛筆燈魚	0.020	sanxianhongqianbidengyu	animal:0
三维偏序	三維偏序	0.040	sanweipianxu	IT:90
三维图像	三維圖像	0.040	sanweituxiang	IT:600
三维建模	三維建模	0.040	sanweijianmo	IT:383
三维扫描仪	三維掃描儀	0.020	sanweisaomiaoyi	IT:49
三维数组	三維數組	0.040	sanweishuzu	IT:1819
三维注册	三維註冊	0.040	sanweizhuce	IT:10
三维谈判法	三維談判法	0.020	sanweitanpanfa	law:1
三维重建	三維重建	0.040	sanweichongjian	IT:870
三维重构	三維重構	0.040	sanweizhonggou	IT:71
三美豆腐	三美豆腐	0.040	sanmeidoufu	food:60
三翼鞍甲轮虫	三翼鞍甲輪蟲	0.020	sanyianjialunchong	animal:0
三聚甘油单硬脂酸酯	三聚甘油單硬脂酸酯	0.020	sanjuganyoudanyingzhisuanzhi	food:23
三脊线寄居蟹	三脊線寄居蟹	0.020	sanjixianjijuxie	animal:0
三色丁	三色丁	0.040	sanseding	food:1
三色糕	三色糕	0.040	sansegao	food:35
三色糯米饭	三色糯米飯	0.020	sansenuomifan	food:7
三色蛋	三色蛋	0.040	sansedan	food:154
三色蛋卷	三色蛋卷	0.040	sansedanjuan	food:2
三色鸡丁	三色雞丁	0.040	sansejiding	food:3
三色鸡鱼丸	三色雞魚丸	0.020	sansejiyuwan	food:4
三色龙虾	三色龍蝦	0.040	sanselongxia	food:63
三节吻库蚊	三節吻庫蚊	0.020	sanjiewenkuwen	animal:2
三花减肥茶	三花減肥茶	0.020	sanhuajianfeicha	food:31
三花酒	三花酒	0.040	sanhuajiu	food:1437
三范式	三範式	0.040	sanfanshi	IT:622
三菱银行	三菱銀行	0.040	sanlingyinhang	caijing:2
三虾豆腐	三蝦豆腐	0.040	sanxiadoufu	food:89
三虾面	三蝦面	0.040	sanxiamian	food:23
三角剖分	三角剖分	0.040	sanjiaopoufen	IT:654
三角后丽盲蝽	三角後麗盲蝽	0.020	sanjiaohoulimangchun	animal:0
三角多面水母	三角多面水母	0.020	sanjiaoduomianshuimu	animal:0
三角头喜铃水虱	三角頭喜鈴水蝨	0.020	sanjiaotouxilingshuishi	animal:0
三角形面积	三角形面積	0.020	sanjiaoxingmianji	IT:1160
三角捷鰕虎鱼	三角捷鰕虎魚	0.020	sanjiaojiexiahuyu	animal:0
三角斑长须夜蛾	三角斑長鬚夜蛾	0.020	sanjiaobanzhangxuyee	animal:0
三角枯叶蛙	三角枯葉蛙	0.020	sanjiaokuyewa	animal:0
三角测距	三角測距	0.040	sanjiaoceju	IT:21
三角火烧	三角火燒	0.040	sanjiaohuoshao	food:2
三角玻璃	三角玻璃	0.040	sanjiaoboli	car:215
三角绿步行虫	三角綠步行蟲	0.020	sanjiaolvbuxingchong	animal:0
三角蝴蝶鱼	三角蝴蝶魚	0.020	sanjiaohudieyu	animal:0
三角酥	三角酥	0.040	sanjiaosu	food:35
三角面片	三角面片	0.040	sanjiaomianpian	IT:173
三角鬼蛛	三角鬼蛛	0.040	sanjiaoguizhu	animal:0
三角齿兽属	三角齒獸屬	0.020	sanjiaochishoushu	animal:0
三角齿瓣角蝉	三角齒瓣角蟬	0.020	sanjiaochibanjiaochan	animal:0
三趾心颅跳鼠	三趾心顱跳鼠	0.020	sanzhixinlutiaoshu	animal:2
三道眉拟雀	三道眉擬雀	0.020	sandaomeinique	animal:0
三道茶	三道茶	0.040	sandaocha	food:5767
三重标准	三重標準	0.040	sanchongbiaozhun	law:154
三间虎	三間虎	0.040	sanjianhu	animal:5
三间蜜蜂虾	三間蜜蜂蝦	0.020	sanjianmifengxia	animal:0
三间魔鱼	三間魔魚	0.040	sanjianmoyu	animal:0
三驱田凉粉	三驅田涼粉	0.020	sanqutianliangfen	food:1
三鲜丸子	三鮮丸子	0.040	sanxianwanzi	food:38
三鲜冰豆腐	三鮮冰豆腐	0.020	sanxianbingdoufu	food:6
三鲜小馄饨	三鮮小餛飩	0.020	sanxianxiaohuntun	food:14
三鲜木樨汤	三鮮木樨湯	0.020	sanxianmuxitang	food:26
三鲜水饺	三鮮水餃	0.040	sanxianshuijiao	food:203
三鲜汤	三鮮湯	0.040	sanxiantang	food:754
三鲜烧麦	三鮮燒麥	0.040	sanxianshaomai	food:46
三鲜瑶柱	三鮮瑤柱	0.040	sanxianyaozhu	food:4
三鲜砂锅	三鮮砂鍋	0.040	sanxianshaguo	food:27
三鲜米线	三鮮米線	0.040	sanxianmixian	food:87
三鲜茄子	三鮮茄子	0.040	sanxianqiezi	food:8
三鲜莲花酥	三鮮蓮花酥	0.020	sanxianlianhuasu	food:57
三鲜蘑菇	三鮮蘑菇	0.040	sanxianmogu	food:6
三鲜豆皮	三鮮豆皮	0.040	sanxiandoupi	food:543
三鲜锅巴	三鮮鍋巴	0.040	sanxianguoba	food:89
三鲜锅粑	三鮮鍋粑	0.040	sanxianguoba	food:1
三鲜锅贴	三鮮鍋貼	0.040	sanxianguotie	food:37
三鲜面	三鮮面	0.040	sanxianmian	food:721
三鲜馄饨	三鮮餛飩	0.040	sanxianhuntun	food:274
三鲜鱼丸	三鮮魚丸	0.040	sanxianyuwan	food:6
三鲜鱼翅	三鮮魚翅	0.040	sanxianyuchi	food:47
三鲜龙凤球	三鮮龍鳳球	0.020	sanxianlongfengqiu	food:2
三齿仿短浆蟹	三齒仿短漿蟹	0.020	sanchifangduanjiangxie	animal:0
三齿转刺蛛	三齒轉刺蛛	0.020	sanchizhuancizhu	animal:0
上下位关系	上下位關係	0.020	shangxiaweiguanxi	IT:22
上下拉刷新	上下拉刷新	0.020	shangxialashuaxin	IT:404
上下文分析	上下文分析	0.020	shangxiawenfenxi	IT:31
上下文切换	上下文切換	0.020	shangxiawenqiehuan	IT:6636
上下文属性	上下文屬性	0.020	shangxiawenshuxing	IT:380
上下滑动	上下滑動	0.040	shangxiahuadong	IT:1818
上下滚动	上下滾動	0.040	shangxiagundong	IT:1831
上下界最大流	上下界最大流	0.020	shangxiajiezuidaliu	IT:59
上下界网络流	上下界網絡流	0.020	shangxiajiewangluoliu	IT:151
上传下载	上傳下載	0.040	shangchuanxiazai	IT:2760
上传图片	上傳圖片	0.040	shangchuantupian	IT:6638
上传数据	上傳數據	0.040	shangchuanshuju	IT:2145
上传文件	上傳文件	0.040	shangchuanwenjian	IT:21199
上传服务器	上傳服務器	0.020	shangchuanfuwuqi	IT:702
上传照片	上傳照片	0.040	shangchuanzhaopian	IT:333
上传视频	上傳視頻	0.040	shangchuanshipin	IT:443
上位机	上位機	0.040	shangweiji	IT:1605
上位法	上位法	0.040	shangweifa	law:6220
上位蝶蛛	上位蝶蛛	0.040	shangweidiezhu	animal:0
上升时间	上升時間	0.040	shangshengshijian	IT:272
上升沿	上升沿	0.040	shangshengyan	IT:2605
上层语言	上層語言	0.040	shangcengyuyan	IT:61
上岗子面茶	上崗子麪茶	0.020	shanggangzimiancha	food:6
上市公司收购	上市公司收購	0.020	shangshigongsishougou	law:12810
上市公司现场检查办法	上市公司現場檢查辦法	0.020	shangshigongsixianchangjianchabanfa	law:2
上市公司私有化	上市公司私有化	0.020	shangshigongsisiyouhua	law:196
上拉刷新	上拉刷新	0.040	shanglashuaxin	IT:1073
上拉加载更多	上拉加載更多	0.020	shanglajiazaigengduo	IT:1075
上拉电阻	上拉電阻	0.040	shangladianzu	IT:1371
上摆臂	上擺臂	0.040	shangbaibi	car:251
上机作业	上機作業	0.040	shangjizuoye	IT:34
上机实践	上機實踐	0.040	shangjishijian	IT:153
上杂拌	上雜拌	0.040	shangzaban	food:1
上杭萝卜干	上杭蘿蔔乾	0.020	shanghangluobogan	food:192
上架流程	上架流程	0.040	shangjialiucheng	IT:77
上校鸡块	上校雞塊	0.040	shangxiaojikuai	food:209
上止点	上止點	0.040	shangzhidian	car:1366
上汤奶白菜	上湯奶白菜	0.020	shangtangnaibaicai	food:4
上汤时蔬	上湯時蔬	0.040	shangtangshishu	food:39
上汤虾丸	上湯蝦丸	0.040	shangtangxiawan	food:4
上海传智	上海傳智	0.040	shanghaichuanzhi	IT:45
上海冷面	上海冷麪	0.040	shanghailengmian	food:14
上海剑角蝗	上海劍角蝗	0.020	shanghaijianjiaohuang	animal:0
上海地产	上海地產	0.040	shanghaidichan	caijing:22
